x,y
3.745401188473625,20.997409164323955
9.50714306409916,33.59827893079656
7.319939418114051,34.52077721842899
5.986584841970366,31.005975673315394
1.5601864044243652,15.259604655140476
1.5599452033620265,17.8637118395402
0.5808361216819946,13.2025371986315
8.661761457749352,39.61206549826491
6.011150117432088,27.688196853719074
7.080725777960454,23.477735555281633
0.20584494295802447,9.868548396016015
9.699098521619943,41.98528326148536
8.324426408004218,37.49338661399163
2.1233911067827616,8.048125994638118
1.8182496720710062,7.958591150207209
1.8340450985343382,18.684922111534704
3.0424224295953772,17.450702734300545
5.247564316322379,28.773978593991444
4.319450186421157,22.259667533126358
2.9122914019804194,17.341800604410196
6.118528947223795,33.10627034516327
1.3949386065204183,9.302061481734595
2.9214464853521815,17.70566658343755
3.663618432936917,17.511288071753995
4.56069984217036,20.78996831043468
7.851759613930136,32.93529803141229
1.9967378215835974,15.099251233711156
5.142344384136116,22.60446223615902
5.924145688620425,34.01329053803909
0.46450412719997725,4.1527279341024
6.075448519014383,27.329711595743543
1.7052412368729153,10.769689037684328
0.6505159298527952,16.511695176253447
9.488855372533333,41.193767686424536
9.656320330745594,45.956343854952756
8.08397348116461,27.86610531889127
3.0461376917337066,18.99673325041427
0.9767211400638387,14.86667796834062
6.842330265121569,31.35957587430261
4.4015249373960135,27.732739156212805
1.2203823484477883,8.684895969065398
4.951769101112702,31.377929054822356
0.34388521115218396,19.698088857128894
9.093204020787821,37.01202127055908
2.587799816000169,13.829786748996732
6.62522284353982,37.45520233797788
3.1171107608941098,25.807748391782944
5.200680211778108,22.588080605457037
5.4671027934327965,24.0339256915355
1.8485445552552704,12.06098289909091
9.695846277645586,34.213209416588164
7.7513282336111455,29.53638908521802
9.394989415641891,34.861759120986285
8.948273504276488,34.47996943944707
5.978999788110851,27.75307482145407
9.218742350231167,40.43667188849169
0.884925020519195,17.849740035887567
1.959828624191452,8.867629980976128
0.45227288910538066,13.504567104251752
3.2533033076326436,17.316617355586708
3.8867728968948203,20.356386590869707
2.713490317738959,19.871313572919377
8.287375091519294,30.392202712506037
3.567533266935893,21.39841516519588
2.8093450968738076,17.664968880123606
5.426960831582485,28.45661923057944
1.4092422497476265,13.378191093655785
8.021969807540398,47.35339502594586
0.7455064367977082,6.4205726075354
9.868869366005173,38.886058006009016
7.722447692966574,30.912864293259183
1.987156815341724,11.17766325789476
0.05522117123602399,4.0063384627934955
8.154614284548341,41.48623265145695
7.068573438476172,38.84252827461587
7.2900716804098735,29.661519412687174
7.712703466859457,29.832684268486958
0.7404465173409036,11.948640592625182
3.5846572854427263,16.785185277644686
1.1586905952512971,14.220076172157093
8.631034258755935,38.223235009902275
6.232981268275579,21.236713863978366
3.308980248526492,26.318956876493026
0.6355835028602363,18.203930625488436
3.109823217156622,14.820437807626245
3.2518332202674705,16.442908471256224
7.29606178338064,33.96554319545677
6.3755747135521315,30.986795447367584
8.872127425763265,41.34516735353558
4.722149251619493,33.57854507449997
1.195942459383017,10.301062470370313
7.13244787222995,27.972081330112555
7.607850486168974,26.730880561518777
5.612771975694963,22.990051715222773
7.70967179954561,33.81821643404065
4.937955963643907,33.255635190342616
5.227328293819941,22.707592533188937
4.275410183585496,23.08287540074373
0.2541912674409519,7.807554955679572
1.0789142699330445,16.718166312006076
0.3142918568673425,20.734683628403808
6.364104112637804,26.62002052963071
3.143559810763267,15.555262125080322
5.085706911647028,30.020778576109958
9.07566473926093,42.17428403554481
2.4929222914887497,24.958764648890792
4.103829230356297,24.283043232876857
7.555511385430487,31.647829395071412
2.2879816549162246,17.961209945668333
0.7697990982879299,15.237814746922295
2.8975145291376805,21.243711757968704
1.6122128725400442,15.179115209426643
9.29697652342573,44.872791279935825
8.08120379564417,41.130691236982955
6.334037565104235,36.07992643305246
8.714605901877178,40.744670094518334
8.036720768991145,34.29293228988474
1.8657005888603584,14.263520493177868
8.925589984899778,44.27210977969101
5.393422419156507,21.792300112111594
8.074401551640625,37.10377197510669
8.960912999234932,36.39650143568546
3.1800347497186388,18.27384573868932
1.1005192452767676,17.24407667150518
2.279351625419417,15.933226029067477
4.271077886262563,22.18095534269971
8.18014765922493,28.831236102387663
8.607305832563434,40.85683824410812
0.06952130531190703,10.47074547429705
5.107473025775658,35.692429206742105
4.17411003148779,20.070493935442258
2.2210781047073027,15.869525004795253
1.198653673336828,12.442206275232675
3.3761517140362796,26.70379739794435
9.429097039125192,39.52536197500341
3.2320293202075523,19.707210249578132
5.187906217433661,28.19715430960051
7.030189588951778,32.53870917711301
3.63629602379294,17.494868010522644
9.717820827209607,41.98282285972516
9.624472949421111,46.05381407227274
2.5178229582536416,10.679803856832443
4.972485058923855,25.068546076967873
3.0087830981676964,14.03013676889107
2.848404943774676,22.944650447835578
0.36886947354532795,0.6751086334897742
6.095643339798968,25.540142452938447
5.026790232288615,26.479825188332754
0.5147875124998935,16.62937643992133
2.7864646423661146,16.423874942916463
