Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
0.4205840470203958,0.8358292378282252,-2.0784814909915124,1.3138856210139793,2.7664808780744776,-0.8887835379538794,-0.7483732306239761,0.7836930491949203,-0.7397572531887935,0.6441922110388413,0
-3.045928831081612,0.4627427167043018,-0.24577823650859565,0.7157263390568104,0.5044225504905867,-0.938289790014501,0.037782551402889775,-0.3864947900806973,-0.17342365980422014,0.11947634097571401,1
-0.02779910385909688,-1.7967901122307224,1.3150359589060296,-2.1064952390080953,-4.548772700032463,2.2742275751759333,2.9721017446119866,-1.2129552461925974,-0.28857099138046494,0.4853447695435325,1
-0.956040620484446,-0.4515562854995114,1.6442665600962316,-0.02976949457617033,0.2848081121622091,0.07002345956735878,-0.48716433890983646,1.6273414203855103,0.8281927123087901,-0.10461693236096045,0
0.0425482579903094,0.19099374777060965,-1.9086987866055825,-1.276855776441081,4.3234666423551396,-2.244411628551622,-1.8003855367297619,1.1615599495452371,-0.39775857422347854,0.9485085432635307,1
-0.9713812770540661,-0.45597121798054274,3.4662748005010413,0.8576854683508439,-0.8956323559861398,0.24127175992961258,2.443240024332184,3.6524742189985595,0.46684676594828994,-1.7326473551275983,0
-0.8801693185981383,0.7723548136646406,2.61611476004324,0.08840881207656391,-0.37801193627218094,0.2864648424403633,0.4181090521564821,2.3469192902507943,0.9036549797132045,-0.3531639589905748,0
0.5607172822927565,-0.9678426351396135,-1.4132933946722341,-0.2802393847441911,-0.03518053756799103,-0.38456871373977763,-0.16150558754245514,-1.7983215963398171,-0.5038804663452089,1.2646197116221796,0
-1.9415804938370504,0.7624429948316113,0.1463260077738997,0.606019138854982,1.560138260188452,-0.5986014278019718,-1.0692248391319514,1.0949070925041484,0.3606203081796602,-0.33663708286205446,1
1.0418506103197622,1.5294908468886088,-1.4639030035575575,0.30207684877160146,2.3277746012441116,-0.8494286065045671,-0.5006998550289032,0.8993625421750276,-0.5638594774889846,1.4779939672654607,1
